Dates,DYT,DXT,DNT,DYU,DXU,DNU,DRR,DYFF (m/s),DXFF (m/s),DXFFGUST (m/s),Solar Radiation GHI (KWh/m2),ET0 (mm),Water loss (m3)
2012-03-06 00:00:00,15,21,9.9,57,86,28,0,7.2,11.4,16.1,5.572919092,0.200300459,2704.056197
2012-03-07 00:00:00,16.1,23.2,9.7,56,87,16,0,7.1,10.7,14.7,5.500790381,0.225348957,3042.210914
2012-03-08 00:00:00,18.1,25.6,10.8,45,84,10,0,5.1,9.5,13.2,5.529673866,0.251182106,3390.958433
2012-03-09 00:00:00,19.5,26.1,13.8,40,68,14,0,5.6,8.2,12.1,5.586386975,0.240356725,3244.815784
2012-03-10 00:00:00,18.2,24.2,11.6,45,71,23,0,6.2,10.8,15.3,5.540132408,0.232847614,3143.442783
2012-03-11 00:00:00,18,24.4,12.9,49,78,20,0,5.3,8.9,15.4,5.520961799,0.220450233,2976.078148
2012-03-12 00:00:00,19.2,26.9,11.8,45,89,14,0,2.7,5.5,9.6,5.52089516,0.261073969,3524.498579
2012-03-13 00:00:00,21.4,30.7,13.1,43,87,9,0,3.9,6,8.4,5.588878017,0.302294959,4080.981948
2012-03-14 00:00:00,23.6,34.4,15.4,45,92,7,0,3.5,5.9,8.5,5.570494079,0.330624271,4463.427661
2012-03-15 00:00:00,25.8,37.3,16.2,32,69,3,0,6.6,10.7,15,5.560888807,0.366299058,4945.037281
2012-03-16 00:00:00,20.5,27.4,14.3,50,80,20,0,5,8.3,11.9,5.500647547,0.250791096,3385.679799
2012-03-17 00:00:00,20.8,28.8,13.9,48,86,17,0,6,13.7,19.2,5.586326549,0.273760403,3695.765438
2012-03-18 00:00:00,14.8,17.2,12.5,43,57,32,0,11.6,14.2,20.3,5.542007473,0.128824216,1739.126922
2012-03-19 00:00:00,15.3,19.8,12.4,53,80,31,0,7.2,10.9,16.5,5.544877006,0.164210016,2216.835221
2012-03-20 00:00:00,18.6,24.6,12.1,51,84,27,0,3.4,5.3,8.8,5.594665667,0.236806927,3196.893515
2012-03-21 00:00:00,19.2,24.9,14.9,39,79,11,0,2.7,6.4,10.1,5.597572,0.215409715,2908.031152
2012-03-22 00:00:00,20.8,26.5,14.9,30,72,11,0,2,4.5,7.5,5.59241517,0.241812963,3264.474995
2012-03-23 00:00:00,22.4,28.5,15.5,34,62,11,0,4.6,9.1,14.2,5.509904438,0.262667094,3546.005769
2012-03-24 00:00:00,23.3,28.4,18.4,41,70,23,0,5.9,9.7,13.7,5.526733912,0.236251324,3189.392874
2012-03-25 00:00:00,23.2,30,17,35,76,10,0.2,6.4,9.9,14.6,5.540451065,0.269379492,3636.623143
2012-03-26 00:00:00,19,23.3,14.8,82,93,64,2.4,4.5,11.2,15.1,5.547868787,0.195770539,2642.902273
2012-03-27 00:00:00,22.2,27.5,16.6,69,96,43,0,5,10.5,14.5,5.569263491,0.241899449,3265.642563
2012-03-28 00:00:00,27.7,38.6,19.5,48,84,8,0,3.5,9.7,14.6,5.560641863,0.363677873,4909.651289
2012-03-29 00:00:00,30.7,37.7,20.7,29,80,11,0,5.1,10.1,13.6,5.515318729,0.362744376,4897.049079
2012-03-30 00:00:00,28.1,35.3,20.9,37,83,13,2.2,5,13.3,20,5.53091351,0.316850701,4277.484463
2012-03-31 00:00:00,22.9,28.7,18.1,36,83,12,0,7.3,10.8,15.2,5.553906849,0.242052631,3267.710512
2012-04-01 00:00:00,21.6,28.9,17.9,40,73,12,1,4.1,8.9,16.9,6.434440957,0.276545922,3733.369941
2012-04-02 00:00:00,24.3,30.4,18.3,41,82,18,0.2,3.4,6.5,11.2,6.40579704,0.308540251,4165.293393
2012-04-03 00:00:00,27.6,34,22.3,36,56,17,0,4.2,7.2,11.5,6.455803639,0.329733422,4451.401195
2012-04-04 00:00:00,27.7,35.2,21.4,33,54,14,0,3.5,7,11.4,6.477058429,0.360074717,4861.008681
2012-04-05 00:00:00,28.2,35.7,19.4,33,61,13,0,2.5,6.9,10.5,6.450186554,0.393992344,5318.896647
2012-04-06 00:00:00,26.6,32.3,21.1,40,71,22,0,5.8,11.6,15.4,6.490208942,0.317186382,4282.016159
2012-04-07 00:00:00,26.8,33.3,20.8,37,68,17,0,5.2,7.7,12.6,6.401683594,0.332007538,4482.101759
2012-04-08 00:00:00,25.5,31,18.9,38,62,22,0,1.8,3.9,6.2,6.406352592,0.317362269,4284.390633
2012-04-09 00:00:00,27.6,33.5,18.6,30,64,14,0,3.4,7.1,11.5,6.486200806,0.373855049,5047.043163
2012-04-10 00:00:00,27,32,20.3,29,44,13,0,3.7,7.1,11.3,6.408536758,0.322993437,4360.411401
2012-04-11 00:00:00,28.8,37,20,27,47,13,0,2.8,6.9,11,6.471969895,0.408988164,5521.340207
2012-04-12 00:00:00,26,31.7,20,53,86,30,0,5,9.1,20,6.401813725,0.315452481,4258.6085
2012-04-13 00:00:00,23.9,31.4,18.3,63,97,23,14.7,3.7,14,35.6,6.498449081,0.322585838,4354.908806
2012-04-14 00:00:00,22.8,27.4,19.1,69,91,37,0,3.2,6.5,10.3,6.442552067,0.24784884,3345.959338
2012-04-15 00:00:00,24.3,31.1,17.9,47,92,15,0,1.6,5.9,10,6.47622435,0.325802806,4398.337878
2012-04-16 00:00:00,26.2,32.3,18.2,37,85,11,0,2.9,6.8,9.8,6.432292595,0.349535989,4718.735846
2012-04-17 00:00:00,29.1,34.1,24,36,55,21,0,4.5,10.8,14.2,6.411095891,0.314289358,4242.906333
2012-04-18 00:00:00,25.8,31.3,20.2,27,55,11,0,4.1,9,13.7,6.483765771,0.309769867,4181.893207
2012-04-19 00:00:00,25.2,31.7,19,31,67,8,0,2.4,5.5,8.2,6.469209538,0.326050903,4401.687195
2012-04-20 00:00:00,25.8,32.2,18.8,42,74,13,0,2.1,4.3,9.2,6.468396552,0.33954661,4583.879235
2012-04-21 00:00:00,25.8,32.3,19.4,31,67,10,0,3.3,7.8,13.6,6.496464374,0.334597182,4517.061958
2012-04-22 00:00:00,26,32.9,19.9,36,58,12,0,3.8,7.2,12.1,6.450470559,0.335043393,4523.085799
2012-04-23 00:00:00,27.5,33.8,21.7,29,59,12,0,3.1,10.2,13,6.42456472,0.332964912,4495.026306
2012-04-24 00:00:00,29.1,34.5,24.4,25,43,11,0,2.2,5.4,8.6,6.490044311,0.318159624,4295.154927
2012-04-25 00:00:00,28.9,35.6,22.1,18,36,3,0,3.3,9.1,16.5,6.492340287,0.366394472,4946.325377
2012-04-26 00:00:00,29.7,37.5,20.8,22,51,6,0,2.9,7.7,15.1,6.499108079,0.414924881,5601.485891
2012-04-27 00:00:00,31,38.2,21.3,19,51,4,0,1.7,4.6,8.8,6.492041202,0.428359413,5782.852082
2012-04-28 00:00:00,31.5,38.4,24.1,20,42,7,0,1.7,9.5,13.9,6.474549615,0.396998051,5359.47369
2012-04-29 00:00:00,32.7,40.9,23.9,22,47,8,0,2.9,6.5,9.1,6.498117669,0.445007452,6007.600602
2012-04-30 00:00:00,33.2,41.3,24.6,23,57,7,0,3.6,9.1,14.1,6.480405179,0.444216254,5996.919431
2012-05-01 00:00:00,32.8,40.5,25.9,25,50,10,0,2,6.9,10.5,7.164348029,0.455582982,6150.370259
2012-05-02 00:00:00,34.3,43,25.7,22,52,5,0,2.4,6.9,9.5,7.19801602,0.513023734,6925.820407
2012-05-03 00:00:00,34.7,43.1,26.3,19,49,5,0,2.7,7.2,9.9,7.17965573,0.508137724,6859.859269
2012-05-04 00:00:00,35.1,43.7,25.4,20,51,5,0,1.9,7.2,11.3,7.105441525,0.528854446,7139.535027
2012-05-05 00:00:00,35,43.2,26.7,19,49,5,0,3.2,9,14.4,7.135114133,0.503315949,6794.765313
2012-05-06 00:00:00,34.2,42.7,25.6,22,56,6,0,1.5,4.2,9.9,7.166523787,0.506843427,6842.38627
2012-05-07 00:00:00,34.4,43.1,26.2,25,61,6,0,2.4,9.4,12.8,7.111206532,0.501904421,6775.70968
2012-05-08 00:00:00,34.2,42.9,26.6,31,66,6,0,1.6,6.4,9.4,7.171196642,0.495168091,6684.769231
2012-05-09 00:00:00,34.1,42.7,25.7,38,74,6,0,3,6.1,12.1,7.180357737,0.505361059,6822.374297
2012-05-10 00:00:00,34.3,42.7,27.3,29,52,7,0,4.2,8.7,12.5,7.104018814,0.4777119,6449.110654
2012-05-11 00:00:00,34.9,43.1,26.5,22,51,7,0,1.3,5.3,9.9,7.174693035,0.506677778,6840.150006
2012-05-12 00:00:00,34.7,42.7,26.7,25,56,7,0,2,6.2,13.2,7.122056414,0.491913314,6640.829745
2012-05-13 00:00:00,34.5,43.3,25.4,28,63,5,0,1.3,5,7.9,7.157970934,0.520933166,7032.597742
2012-05-14 00:00:00,35.2,44.2,26.9,38,76,5,0,3.2,7.2,11.1,7.162219683,0.519290566,7010.422635
2012-05-15 00:00:00,33.7,41.9,26.9,42,75,13,0,3.5,9,13.1,7.18088258,0.471079882,6359.578404
2012-05-16 00:00:00,34,42,25.5,31,74,4,0,4.4,9.6,15.4,7.114924042,0.492386201,6647.213712
2012-05-17 00:00:00,34.9,41.2,27.6,19,56,9,0,2,6.6,10.7,7.124060651,0.455377482,6147.596003
2012-05-18 00:00:00,37,46,29.2,20,44,4,0,3.8,7.8,25.4,7.132728798,0.526932256,7113.585451
2012-05-19 00:00:00,36.8,45,28.5,22,50,7,0,3.5,6.5,10.8,7.192224216,0.524640371,7082.645006
2012-05-20 00:00:00,36.2,45.5,27.7,24,55,6,0,1.1,6.7,9.7,7.190313799,0.538784978,7273.597205
2012-05-21 00:00:00,37.4,45.6,29.1,18,49,6,0,3,7.5,13.3,7.112321219,0.524513036,7080.925981
2012-05-22 00:00:00,37.6,45.6,30.4,18,34,6,0,1.8,10.2,16.5,7.153966029,0.508208946,6860.820772
2012-05-23 00:00:00,30,34,24.3,29,58,13,0,6.5,11.7,18.8,7.143382068,0.349769162,4721.883686
2012-05-24 00:00:00,34.3,42.8,23.6,24,68,5,0,2.7,7.5,12.7,7.141016072,0.536181989,7238.456855
2012-05-25 00:00:00,32,38.3,25.5,27,48,12,0,6.5,12.8,18.3,7.183375556,0.420946375,5682.776058
2012-05-26 00:00:00,32.8,41,24.9,32,78,9,0,5.9,13.4,19.3,7.159395595,0.478083427,6454.126258
2012-05-27 00:00:00,33.9,43,24.6,35,82,9,0,2,7.7,12.8,7.145246069,0.521171331,7035.812969
2012-05-28 00:00:00,32.7,40.9,26.2,36,72,7,0,5,10,14.1,7.138299079,0.454578257,6136.806467
2012-05-29 00:00:00,33,41.4,26.1,34,63,9,0,5.9,10.1,13.8,7.161804249,0.46805377,6318.725894
2012-05-30 00:00:00,34.5,42.1,26.6,22,52,7,0,6.1,10.5,14.7,7.113294321,0.481728333,6503.332491
2012-05-31 00:00:00,34.9,43.7,27.3,29,70,6,0,6.9,11.6,17.1,7.171335136,0.503380551,6795.637433
2012-06-01 00:00:00,34.2,42.7,27.3,31,67,7,0,6,11,15.4,7.631782966,0.512216529,6914.923141
2012-06-02 00:00:00,33.8,38.4,29.1,28,50,13,0,9.7,13.3,19.5,7.62216926,0.394487856,5325.586052
2012-06-03 00:00:00,33,38,29.1,21,32,9,0,9,13.9,19.8,7.657976706,0.381712718,5153.121692
2012-06-04 00:00:00,33.5,41.1,26.2,17,36,4,0,5.1,9.6,15.1,7.61016108,0.495642139,6691.16887
2012-06-05 00:00:00,34.2,43.2,23.8,27,63,6,0,3.8,7.1,11.7,7.690519179,0.579326963,7820.913996
2012-06-06 00:00:00,34,43.5,23.1,26,66,4,0,3.4,7.1,10.4,7.650597231,0.588713583,7947.633366
2012-06-07 00:00:00,35.5,45.4,25.9,22,63,3,0,5.1,8.7,14.4,7.621707858,0.590011785,7965.159096
2012-06-08 00:00:00,34.1,44,24.8,30,73,5,0,3.8,9.2,12.9,7.676370658,0.574166411,7751.246548
2012-06-09 00:00:00,34.9,43.2,25.4,25,74,4,0,5.3,8.7,14.5,7.612626479,0.556697167,7515.411752
2012-06-10 00:00:00,35.6,42.3,28,16,32,6,0,5.6,9.3,12.7,7.645609552,0.507791311,6855.182692
2012-06-11 00:00:00,35.4,43.1,27.3,14,33,5,0,4.4,7.7,12.9,7.695546336,0.53523377,7225.655891
2012-06-12 00:00:00,36.4,44.6,27.3,24,55,2,0,3.7,6.6,11.2,7.621866764,0.565128961,7629.240978
2012-06-13 00:00:00,35,42.6,26.6,29,77,6,0,4.3,8.2,12.4,7.658949958,0.532018849,7182.254462
2012-06-14 00:00:00,34,42.4,26,36,78,8,0,2.7,4.9,11.1,7.668797008,0.529106138,7142.932859
2012-06-15 00:00:00,34.8,44.1,26.2,30,78,4,0,3.9,7.1,11.7,7.605703624,0.556692706,7515.351532
2012-06-16 00:00:00,36.8,46.5,26.3,16,46,3,0,2.4,5.9,10.2,7.696544704,0.621195065,8386.133383
2012-06-17 00:00:00,36.7,45.8,26.7,18,46,3,0,2.7,5.8,10.9,7.669541472,0.600822876,8111.108821
2012-06-18 00:00:00,38.5,47,29.7,11,25,3,0,3.3,5.6,9.8,7.683208844,0.59174958,7988.619327
2012-06-19 00:00:00,38.7,47.5,29.2,17,35,4,0,2.5,7.2,10.2,7.627422231,0.606339211,8185.579352
2012-06-20 00:00:00,37.4,45.7,29.3,23,54,4,0,2.7,5.6,8.9,7.627678293,0.560811929,7570.961044
2012-06-21 00:00:00,36.5,45,28.7,26,50,5,0,3.1,6.9,9.9,7.659719067,0.552294027,7455.96937
2012-06-22 00:00:00,37.6,45.8,29.4,25,61,8,0,2.2,4.6,7.4,7.688250339,0.567313448,7658.731544
2012-06-23 00:00:00,37.6,45.8,30.4,21,48,4,0,5.8,9.7,14.1,7.690470071,0.549904008,7423.704107
2012-06-24 00:00:00,35.2,41.7,28.8,29,58,9,0,7.2,12.3,17.3,7.637290607,0.47816074,6455.169983
2012-06-25 00:00:00,33.8,40.5,26.2,26,62,7,0,6.1,11,16.5,7.671859022,0.49235937,6646.851497
2012-06-26 00:00:00,35.4,42.4,26.2,17,55,6,0,3.7,7.1,12.8,7.693014186,0.541788205,7314.140773
2012-06-27 00:00:00,35.9,44.1,28.5,16,36,4,0,3.4,6.5,10.8,7.694790358,0.536781143,7246.545426
2012-06-28 00:00:00,36.5,44.1,28.4,24,58,6,0,3.8,6.4,10.5,7.677275263,0.543276152,7334.228054
2012-06-29 00:00:00,36.6,44.2,29.4,26,56,6,0,3.7,6.6,10.4,7.632806244,0.525385242,7092.700761
2012-06-30 00:00:00,36.7,43.8,28.1,27,65,7,0,3.7,6.6,11.9,7.692620966,0.546367095,7375.955785
2012-07-01 00:00:00,36,44.6,28.3,30,71,6,0,4.9,10.1,14.9,7.390026511,0.527941677,7127.212641
2012-07-02 00:00:00,36.5,45.8,27.9,37,77,4,0,3.6,6.4,12.2,7.391971204,0.558535118,7540.224098
2012-07-03 00:00:00,38,46.6,28.9,28,67,5,0,4.3,7.7,11.7,7.39092561,0.570668022,7704.018291
2012-07-04 00:00:00,38,45.4,30.5,20,39,5,0,6.9,11.5,15.5,7.372977614,0.522316953,7051.278863
2012-07-05 00:00:00,36.2,39.9,32.3,24,49,10,0,10.4,15.8,23.5,7.39889083,0.362268897,4890.63011
2012-07-06 00:00:00,34.7,39.4,28.6,25,50,11,0,8.2,12.6,18.7,7.369379732,0.418182631,5645.465512
2012-07-07 00:00:00,34.9,40.3,29.7,25,44,12,0,6.7,11.5,16.7,7.325242746,0.413379982,5580.629761
2012-07-08 00:00:00,34.7,41.4,26.6,26,73,8,0,5.6,10.5,15,7.33625236,0.487335778,6579.033008
2012-07-09 00:00:00,35.1,43.8,26,33,78,4,0,4.8,8.5,14.4,7.371741791,0.54112757,7305.222196
2012-07-10 00:00:00,34.8,43.1,27,36,91,6,0,4.7,10.6,16,7.332445229,0.5089925,6871.398753
2012-07-11 00:00:00,35.5,43.9,26.9,29,62,7,0,5.1,9.2,13.5,7.359449455,0.531937821,7181.160586
2012-07-12 00:00:00,36.4,45.3,26.1,26,66,5,0,1.5,4.7,6.9,7.373908094,0.575985426,7775.803251
2012-07-13 00:00:00,36.9,45.7,28.5,30,79,6,0,2.3,5.4,7.8,7.350375525,0.548434732,7403.868884
2012-07-14 00:00:00,37.4,47.1,28,30,67,7,0,2.8,6.8,9.4,7.333482418,0.581875257,7855.315966
2012-07-15 00:00:00,38.2,47.3,29.8,17,63,4,0,4,9.1,13.4,7.327630113,0.564591667,7621.987498
2012-07-16 00:00:00,39,47.6,30.5,24,65,4,0,2.6,6.1,8.9,7.35378246,0.568095099,7669.28384
2012-07-17 00:00:00,38.8,47.5,29.9,39,76,6,0,4.4,7.1,12.1,7.307220509,0.570675006,7704.112576
2012-07-18 00:00:00,39.2,48,31.8,39,73,9,0,4.6,6.7,11.2,7.306854182,0.551349109,7443.212969
2012-07-19 00:00:00,38.7,47.5,30.5,27,64,7,0,2.5,7,10.5,7.385637389,0.565880545,7639.387362
2012-07-20 00:00:00,38.1,46.1,29.4,27,64,5,0,2.4,3.5,6.7,7.381054799,0.554564859,7486.625602
2012-07-21 00:00:00,37.4,46.3,29.9,36,74,7,0,2.5,6.1,10.4,7.372138312,0.542023792,7317.321186
2012-07-22 00:00:00,39.3,46.4,31.1,30,80,13,0,2.9,6.5,9.6,7.317892587,0.53756592,7257.139915
2012-07-23 00:00:00,39.4,46.2,32.5,25,55,8,0,2.8,5.6,10.8,7.388337883,0.514478149,6945.455013
2012-07-24 00:00:00,38.6,47.9,30.5,33,72,6,0,2.6,5.3,9.6,7.300843449,0.564924796,7626.484749
2012-07-25 00:00:00,37,45.2,29.4,39,77,8,0,2.7,5.3,9.2,7.331844415,0.525274376,7091.204083
2012-07-26 00:00:00,37.6,45.8,29.6,33,81,7,0,3.1,5.5,8.9,7.306029256,0.535812144,7233.463943
2012-07-27 00:00:00,37.5,45.9,28.9,34,71,6,0,2,4.5,8.1,7.300774618,0.547497836,7391.220787
2012-07-28 00:00:00,37.3,45.3,27.8,42,81,7,0,1.9,5.8,8.2,7.371108933,0.558814062,7543.989835
2012-07-29 00:00:00,38.3,45.3,30.5,35,73,12,0,2,6.1,8.6,7.357854619,0.522286493,7050.867662
2012-07-30 00:00:00,38.8,46,31,26,54,9,0,1.6,4,6.5,7.307265802,0.526842545,7112.374362
2012-07-31 00:00:00,38.8,46.8,30.9,23,51,6,0,2.5,7,11.1,7.378542615,0.54770847,7394.064339
2012-08-01 00:00:00,38.5,46.6,30.5,33,65,5,0,2.3,4.1,7,6.874671416,0.510783843,6895.581886
2012-08-02 00:00:00,38.1,45.4,31.4,42,75,11,0,2.4,4.9,7,6.899688284,0.474645284,6407.711328
2012-08-03 00:00:00,39.6,46,31.1,29,86,9,0,6.5,12,17.4,6.876477378,0.501112134,6765.013805
2012-08-04 00:00:00,39,45.3,31.8,34,76,9,0,4.3,6.9,10.2,6.886310391,0.472678325,6381.157382
2012-08-05 00:00:00,37.6,45.9,30.6,45,81,15,0,2.2,6.1,9.8,6.896349994,0.491517118,6635.481095
2012-08-06 00:00:00,37,43.9,31.1,42,75,11,0,4.4,6.5,11.1,6.877006494,0.44345428,5986.632785
2012-08-07 00:00:00,36.8,42.4,30.7,49,78,20,0,4,6.3,10.6,6.836299759,0.419923853,5668.972014
2012-08-08 00:00:00,37.3,42.7,31.7,47,78,24,0,2.8,5,7.4,6.877248877,0.413358199,5580.335682
2012-08-09 00:00:00,38.3,45.8,30.7,26,72,5,0,2.5,4.9,8,6.834582459,0.490035108,6615.473963
2012-08-10 00:00:00,38.2,46.7,28.6,22,46,5,0,1.8,6.1,9.4,6.841554582,0.536100218,7237.352947
2012-08-11 00:00:00,37.8,46.1,29.6,35,70,11,0,4.5,9,13.4,6.827450253,0.507153213,6846.56838
2012-08-12 00:00:00,36.7,44.2,27.8,28,84,7,0,3.8,7.3,13.3,6.870073564,0.49870496,6732.516954
2012-08-13 00:00:00,35.3,43.2,26.9,43,66,15,0,2.8,5.9,8.5,6.87917028,0.485051952,6548.201348
2012-08-14 00:00:00,36.1,44,28.2,38,80,9,0,4.5,7.8,12.4,6.806760611,0.479646919,6475.233407
2012-08-15 00:00:00,35.7,42.6,28.9,36,69,12,0,4.4,7.5,12,6.854785235,0.446448935,6027.060628
2012-08-16 00:00:00,35.3,42.3,29.3,52,82,23,0,2.9,6.9,11.6,6.821479851,0.429545003,5798.857544
2012-08-17 00:00:00,35.3,44.4,27.7,50,87,12,0,2.7,7.2,11.3,6.884438173,0.491343408,6633.136013
2012-08-18 00:00:00,35.2,44,26.3,47,85,10,0,2.1,6.3,9,6.805750909,0.499117073,6738.08049
2012-08-19 00:00:00,35.3,43.5,26.4,35,81,7,0,2.3,5.6,7.9,6.816102522,0.492257752,6645.479649
2012-08-20 00:00:00,36.2,44.4,28.8,30,73,7,0,4.7,9.9,14.3,6.802757652,0.477204941,6442.266707
2012-08-21 00:00:00,36.4,45.1,28.9,29,67,6,0,2.2,4.9,8.2,6.80782397,0.488459977,6594.209694
2012-08-22 00:00:00,35.7,45,27.7,45,83,9,0,5.1,10.5,14.8,6.844155429,0.500911002,6762.298529
2012-08-23 00:00:00,36.2,42.3,30.2,21,63,8,0,4.5,8.6,12.8,6.820371123,0.421364871,5688.425753
2012-08-24 00:00:00,35,42.9,28.6,38,76,5,0,2.8,5.9,8.4,6.830975589,0.448588926,6055.950499
2012-08-25 00:00:00,35.4,41.3,29.5,54,85,25,0,3,4.8,7.4,6.837573917,0.410977971,5548.202609
2012-08-26 00:00:00,36.3,43.1,31.1,54,87,19,0,2.9,6.1,9.4,6.838886947,0.421538442,5690.768968
2012-08-27 00:00:00,36.3,44.1,28.6,43,84,6,0,2.8,6.2,9.7,6.842268431,0.479321705,6470.843022
2012-08-28 00:00:00,36.3,46,27.4,51,90,5,0,3,6.2,8.6,6.812158827,0.522760032,7057.26043
2012-08-29 00:00:00,35.3,45.4,28.4,52,95,5,0,2,5.4,9.9,6.857747394,0.49381507,6666.503439
2012-08-30 00:00:00,35.7,44.9,27.8,44,86,7,0,2,6.3,9.2,6.84401842,0.497997176,6722.961883
2012-08-31 00:00:00,36.2,44.5,28.1,42,84,8,0,3.2,5.3,9.7,6.825896961,0.490952285,6627.855845
2012-09-01 00:00:00,36,44.2,29.5,41,84,13,0,5.9,9.7,14.5,6.351189295,0.43088351,5816.92738
2012-09-02 00:00:00,34.9,42,28.4,37,66,11,0,6.8,11.2,16.1,6.331397126,0.404709592,5463.579491
2012-09-03 00:00:00,33.9,41.5,26.6,37,72,9,0,4.7,7.5,13.7,6.369315509,0.418061634,5643.832054
2012-09-04 00:00:00,34.5,43.5,26.1,36,80,7,0,5.5,9.7,15.8,6.382196924,0.457941905,6182.215723
2012-09-05 00:00:00,34.9,43.6,26.6,41,74,6,0,3.9,9.1,13.9,6.318012822,0.451522558,6095.554531
2012-09-06 00:00:00,35.2,43.3,27.9,40,79,9,0,2.5,5.3,8.4,6.30792055,0.431505483,5825.324015
2012-09-07 00:00:00,35.6,43.6,27.2,42,89,7,0,2.4,5.1,9.5,6.345120853,0.451301683,6092.572718
2012-09-08 00:00:00,36.2,43.8,29.1,31,80,5,0,3.6,5.9,10.5,6.331048916,0.431113845,5820.036901
2012-09-09 00:00:00,34.1,41.5,27.9,48,85,7,0,2.7,8.6,10.9,6.357516564,0.40021023,5402.838107
2012-09-10 00:00:00,34.2,42.2,27.2,44,85,9,0,3.3,4.9,8.9,6.343354573,0.420176573,5672.383732
2012-09-11 00:00:00,35,43.5,27.7,42,80,7,0,3.8,8.8,13.3,6.337320609,0.437453624,5905.62392
2012-09-12 00:00:00,34.9,43.1,29,43,77,8,0,5.1,10,15.1,6.36392967,0.414199353,5591.691269
2012-09-13 00:00:00,34.2,42.1,27.1,43,85,8,0,5.1,9.1,14,6.372107703,0.422081147,5698.095489
2012-09-14 00:00:00,32.9,39.7,26.9,33,74,9,0,4.9,8.6,14.6,6.331840756,0.377752025,5099.652343
2012-09-15 00:00:00,32.5,38.7,26.6,43,81,16,0,5.1,8.8,12.5,6.311674152,0.363219464,4903.462767
2012-09-16 00:00:00,32,39.7,25.8,55,89,14,0,3.4,6.3,12.1,6.388738355,0.390135723,5266.832262
2012-09-17 00:00:00,33.1,41.2,25.6,46,92,7,0,3.8,7.4,10.9,6.38774103,0.422368242,5701.971264
2012-09-18 00:00:00,33.3,42.6,25.3,35,92,6,0,2.4,6,9,6.37330036,0.445525136,6014.589337
2012-09-19 00:00:00,33.1,42.2,25,24,69,5,0,2.1,6.8,10.9,6.382629491,0.443144653,5982.45282
2012-09-20 00:00:00,33.4,42.6,24.7,36,81,4,0,2.7,8.1,10.8,6.314208573,0.449861962,6073.136493
2012-09-21 00:00:00,32.6,40,25.9,49,88,13,0,2,4.9,7.8,6.31486759,0.393068476,5306.424426
2012-09-22 00:00:00,32.8,41.1,24.8,40,96,6,0,2.1,5.1,8.1,6.369244109,0.427953011,5777.365652
2012-09-23 00:00:00,32.8,40.8,25.7,40,79,7,0,2.4,5.8,9.1,6.398672958,0.413802183,5586.329471
2012-09-24 00:00:00,32.3,40,25.4,51,88,9,0,3.1,6.5,8.8,6.317354476,0.397752826,5369.663148
2012-09-25 00:00:00,31.2,38.9,24,42,87,10,0,2.7,6.4,10.4,6.341804346,0.394517186,5325.982014
2012-09-26 00:00:00,30.7,38,22.9,33,82,5,0,1.9,4.2,7.4,6.33699556,0.392805435,5302.873376
2012-09-27 00:00:00,31.9,38.9,25,56,88,13,0,2.3,5.2,8.1,6.328785295,0.385698567,5206.930648
2012-09-28 00:00:00,32,39.8,26.7,57,91,14,0,2.5,6.5,15.5,6.323313799,0.374863882,5060.66241
2012-09-29 00:00:00,31.7,38.3,24.3,50,83,13,0,1.9,3.9,6.5,6.342782811,0.386378481,5216.109494
2012-09-30 00:00:00,31,39,24,53,80,13,0,1.7,6.9,9.6,6.340534201,0.394144231,5320.947121
2012-10-01 00:00:00,31.5,38.8,25,48,80,13,0,1.6,4.8,12.3,5.340503191,0.321686262,4342.764543
2012-10-02 00:00:00,31.9,38.8,24.8,43,82,12,0,2.6,4.5,8.7,5.341024234,0.326669681,4410.040695
2012-10-03 00:00:00,32,39.9,24.2,44,78,9,0,2.8,5.8,9.3,5.313097438,0.34481871,4655.052588
2012-10-04 00:00:00,31.2,39.5,22.6,52,89,8,0,2.1,5.4,8.9,5.316571724,0.352237008,4755.199603
2012-10-05 00:00:00,30.6,38.8,22.8,52,95,10,0,1.4,4.2,7,5.376228282,0.342331551,4621.475937
2012-10-06 00:00:00,30.9,39.4,23,48,86,13,0,1.5,4.6,9.4,5.307925365,0.344302017,4648.077223
2012-10-07 00:00:00,31,39.8,22.4,49,81,10,0,1.4,4.1,8.5,5.37661902,0.359971057,4859.609274
2012-10-08 00:00:00,30.9,39.8,22.8,47,80,8,0,1.3,3.4,7.9,5.31352084,0.350913183,4737.327967
2012-10-09 00:00:00,27.7,35.1,22.1,69,85,37,0,1.1,2.7,4.7,5.300578678,0.286002765,3861.037325
2012-10-10 00:00:00,32.4,39.6,23.8,31,56,7,0,2,5,7.7,5.347078396,0.350923689,4737.469796
2012-10-11 00:00:00,30.4,38.8,22.2,37,68,8,0,1.3,3,6.8,5.314250137,0.343247156,4633.836612
2012-10-12 00:00:00,30.3,39.1,21.9,20,64,5,0,1.5,4.3,8.7,5.338790226,0.350280556,4728.787502
2012-10-13 00:00:00,30.5,39.9,21.6,30,80,5,0,2.8,6.3,10.4,5.378942198,0.365538753,4934.773171
2012-10-14 00:00:00,29.9,36.1,23.9,56,90,25,0,3.8,6.7,10,5.317849981,0.291405839,3933.978824
2012-10-15 00:00:00,29.1,35.4,22.9,45,79,16,0,4,8.1,13.6,5.353366352,0.291956862,3941.417641
2012-10-16 00:00:00,29.3,36.6,22.6,48,86,10,0,2.4,5.7,8.8,5.339618017,0.309498813,4178.23398
